Title,Authors,Date,Abstract,Url,AwesomeListCategory,Categories,PaperIndex,Affiliation
Exploring Collaboration Mechanisms for LLM Agents: A Social Psychology View,"Jintian Zhang, Xin Xu, Ningyu Zhang, Ruibo Liu, Bryan Hooi, Shumin Deng",2023.10.3,"As Natural Language Processing (NLP) sys-
tems are increasingly employed in intricate so-
cial environments, a pressing query emerges:
Can these NLP systems mirror human-esque
collaborative intelligence, in a multi-agent so-
ciety consisting of multiple large language mod-
els (LLMs)? This paper probes the collabora-
tion mechanisms among contemporary NLP
systems by melding practical experiments with
theoretical insights. We fabricate four unique
‘societies’ comprised of LLM agents, where
each agent is characterized by a specific ‘trait’
(easy-going or overconfident) and engages in
collaboration with a distinct ‘thinking pattern’
(debate or reflection).
Through evaluating
these multi-agent societies on three benchmark
datasets, we discern that certain collaborative
strategies not only outshine previous top-tier
approaches but also optimize efficiency (using
fewer API tokens). Moreover, our results fur-
ther illustrate that LLM agents manifest human-
like social behaviors, such as conformity and
consensus reaching, mirroring foundational so-
cial psychology theories. In conclusion, we
integrate insights from social psychology to
contextualize the collaboration of LLM agents,
inspiring further investigations into the collab-
oration mechanism for LLMs. We have shared
our code and datasets1, hoping to catalyze fur-
ther research in this promising avenue.",https://arxiv.org/abs/2310.02124,Simulation,Computation and Language (cs.CL),exploring_collaboration_mechanisms_for_20231003,"Zhejiang University, National University of Singapore, NUS-NCS Joint Lab, Google DeepMind"
Exploring Large Language Models for Communication Games: An Empirical Study on Werewolf,"Yuzhuang Xu, Shuo Wang, Peng Li, Fuwen Luo, Xiaolong Wang, Weidong Liu, Yang Liu",2023.9.9,"Communication games, which we refer to as
incomplete information games that heavily de-
pend on natural language communication, hold
significant research value in fields such as eco-
nomics, social science, and artificial intelli-
gence. In this work, we explore the problem of
how to engage large language models (LLMs)
in communication games, and in response, pro-
pose a tuning-free framework. Our approach
keeps LLMs frozen, and relies on the retrieval
and reflection on past communications and ex-
periences for improvement. An empirical study
on the representative and widely-studied com-
munication game, “Werewolf”, demonstrates
that our framework can effectively play Were-
wolf game without tuning the parameters of the
LLMs. More importantly, strategic behaviors
begin to emerge in our experiments, suggest-
ing that it will be a fruitful journey to engage
LLMs in communication games and associated
domains.",https://arxiv.org/abs/2309.04658,Communication,Computation and Language (cs.CL),exploring_large_language_models_20230909,"Tsinghua University, Zhongguancun Laboratory"
Exploring Large Language Models for Communication Games: An Empirical Study on Werewolf,"Yuzhuang Xu, Shuo Wang, Peng Li, Fuwen Luo, Xiaolong Wang, Weidong Liu, Yang Liu",2023.9.9,"Communication games, which we refer to as
incomplete information games that heavily de-
pend on natural language communication, hold
significant research value in fields such as eco-
nomics, social science, and artificial intelli-
gence. In this work, we explore the problem of
how to engage large language models (LLMs)
in communication games, and in response, pro-
pose a tuning-free framework. Our approach
keeps LLMs frozen, and relies on the retrieval
and reflection on past communications and ex-
periences for improvement. An empirical study
on the representative and widely-studied com-
munication game, “Werewolf”, demonstrates
that our framework can effectively play Were-
wolf game without tuning the parameters of the
LLMs. More importantly, strategic behaviors
begin to emerge in our experiments, suggest-
ing that it will be a fruitful journey to engage
LLMs in communication games and associated
domains.",https://arxiv.org/abs/2309.04658,Organization,Computation and Language (cs.CL),exploring_large_language_models_20230909,"Tsinghua University, Zhongguancun Laboratory"
Facilitating Multi-Role and Multi-Behavior Collaboration of Large Language Models for Online Job Seeking and Recruiting,"Hongda Sun, Hongzhan Lin, Haiyu Yan, Chen Zhu, Yang Song, Xin Gao, Shuo Shang, Rui Yan",2024.5.28,"The emergence of online recruitment services has revolutionized
the traditional landscape of job seeking and recruitment, neces-
sitating the development of high-quality industrial applications
to improve person-job fitting. Existing methods generally rely on
modeling the latent semantics of resumes and job descriptions and
learning a matching function between them. Inspired by the pow-
erful role-playing capabilities of Large Language Models (LLMs),
we propose to introduce a mock interview process between LLM-
played interviewers and candidates. The mock interview conver-
sations can provide additional evidence for candidate evaluation,
thereby augmenting traditional person-job fitting based solely on
resumes and job descriptions. However, characterizing these two
roles in online recruitment still presents several challenges, such
as developing the skills to raise interview questions, formulating
appropriate answers, and evaluating two-sided fitness.
To this end, we propose MockLLM, a novel applicable framework
that divides the person-job matching process into two modules:
mock interview generation and two-sided evaluation in handshake
protocol, jointly enhancing their performance through collaborative
behaviors between interviewers and candidates. We design a role-
playing framework as a multi-role and multi-behavior paradigm
to enable a single LLM agent to effectively behave with multiple
functions for both parties......",https://arxiv.org/abs/2405.18113,Organization,Computation and Language (cs.CL),facilitating_multi-role_and_multi-behavior_20240528,"Renmin University of China, BOSS Zhipin, King Abdullah University of Science and Technology, University of Electronic Science and Technology of China"
GameGPT: Multi-agent Collaborative Framework for Game Development,"Dake Chen, Hanbin Wang, Yunhao Huo, Yuzhao Li, Haoyang Zhang",2023.10.12,"The large language model (LLM) based agents have demonstrated their capacity
to automate and expedite software development processes. In this paper, we
focus on game development and propose a multi-agent collaborative framework,
dubbed GameGPT, to automate game development. While many studies have
pinpointed hallucination as a primary roadblock for deploying LLMs in production,
we identify another concern: redundancy. Our framework presents a series of
methods to mitigate both concerns. These methods include dual collaboration and
layered approaches with several in-house lexicons, to mitigate the hallucination
and redundancy in the planning, task identification, and implementation phases.
Furthermore, a decoupling approach is also introduced to achieve code generation
with better precision.",https://arxiv.org/abs/2310.08067,Organization,Artificial Intelligence (cs.AI),gamegpt_multi-agent_collaborative_framework_20231012,"AutoGame Research, X-Institute, University of Southern California"
Generative Agents: Interactive Simulacra of Human Behavior,"Joon Sung Park, Joseph C. O'Brien, Carrie J. Cai, Meredith Ringel Morris, Percy Liang, Michael S. Bernstein",2023.4.7,"Believable proxies of human behavior can empower interactive applications ranging from immersive environments to rehearsal spaces for interpersonal communication to prototyping tools. In this paper, we introduce generative agents--computational software agents that simulate believable human behavior. Generative agents wake up, cook breakfast, and head to work; artists paint, while authors write; they form opinions, notice each other, and initiate conversations; they remember and reflect on days past as they plan the next day. To enable generative agents, we describe an architecture that extends a large language model to store a complete record of the agent's experiences using natural language, synthesize those memories over time into higher-level reflections, and retrieve them dynamically to plan behavior. We instantiate generative agents to populate an interactive sandbox environment inspired by The Sims, where end users can interact with a small town of twenty five agents using natural language. In an evaluation, these generative agents produce believable individual and emergent social behaviors: for example, starting with only a single user-specified notion that one agent wants to throw a Valentine's Day party, the agents autonomously spread invitations to the party over the next two days, make new acquaintances, ask each other out on dates to the party, and coordinate to show up for the party together at the right time. We demonstrate through ablation that the components of our agent architecture--observation, planning, and reflection--each contribute critically to the believability of agent behavior. By fusing large language models with computational, interactive agents, this work introduces architectural and interaction patterns for enabling believable simulations of human behavior.",https://arxiv.org/abs/2304.03442,Communication,Human-Computer Interaction (cs.HC),generative_agents_interactive_simulacra_20230407,"Stanford University, Google Research, Google DeepMind"
Generative Agents: Interactive Simulacra of Human Behavior,"Joon Sung Park, Joseph C. O'Brien, Carrie J. Cai, Meredith Ringel Morris, Percy Liang, Michael S. Bernstein",2023.4.7,"Believable proxies of human behavior can empower interactive applications ranging from immersive environments to rehearsal spaces for interpersonal communication to prototyping tools. In this paper, we introduce generative agents--computational software agents that simulate believable human behavior. Generative agents wake up, cook breakfast, and head to work; artists paint, while authors write; they form opinions, notice each other, and initiate conversations; they remember and reflect on days past as they plan the next day. To enable generative agents, we describe an architecture that extends a large language model to store a complete record of the agent's experiences using natural language, synthesize those memories over time into higher-level reflections, and retrieve them dynamically to plan behavior. We instantiate generative agents to populate an interactive sandbox environment inspired by The Sims, where end users can interact with a small town of twenty five agents using natural language. In an evaluation, these generative agents produce believable individual and emergent social behaviors: for example, starting with only a single user-specified notion that one agent wants to throw a Valentine's Day party, the agents autonomously spread invitations to the party over the next two days, make new acquaintances, ask each other out on dates to the party, and coordinate to show up for the party together at the right time. We demonstrate through ablation that the components of our agent architecture--observation, planning, and reflection--each contribute critically to the believability of agent behavior. By fusing large language models with computational, interactive agents, this work introduces architectural and interaction patterns for enabling believable simulations of human behavior.",https://arxiv.org/abs/2304.03442,Organization,Human-Computer Interaction (cs.HC),generative_agents_interactive_simulacra_20230407,"Stanford University, Google Research, Google DeepMind"
Generative Agents: Interactive Simulacra of Human Behavior,"Joon Sung Park, Joseph C. O'Brien, Carrie J. Cai, Meredith Ringel Morris, Percy Liang, Michael S. Bernstein",2023.4.7,"Believable proxies of human behavior can empower interactive applications ranging from immersive environments to rehearsal spaces for interpersonal communication to prototyping tools. In this paper, we introduce generative agents--computational software agents that simulate believable human behavior. Generative agents wake up, cook breakfast, and head to work; artists paint, while authors write; they form opinions, notice each other, and initiate conversations; they remember and reflect on days past as they plan the next day. To enable generative agents, we describe an architecture that extends a large language model to store a complete record of the agent's experiences using natural language, synthesize those memories over time into higher-level reflections, and retrieve them dynamically to plan behavior. We instantiate generative agents to populate an interactive sandbox environment inspired by The Sims, where end users can interact with a small town of twenty five agents using natural language. In an evaluation, these generative agents produce believable individual and emergent social behaviors: for example, starting with only a single user-specified notion that one agent wants to throw a Valentine's Day party, the agents autonomously spread invitations to the party over the next two days, make new acquaintances, ask each other out on dates to the party, and coordinate to show up for the party together at the right time. We demonstrate through ablation that the components of our agent architecture--observation, planning, and reflection--each contribute critically to the believability of agent behavior. By fusing large language models with computational, interactive agents, this work introduces architectural and interaction patterns for enabling believable simulations of human behavior.",https://arxiv.org/abs/2304.03442,Simulation,Human-Computer Interaction (cs.HC),generative_agents_interactive_simulacra_20230407,"Stanford University, Google Research, Google DeepMind"
Humanoid Agents: Platform for Simulating Human-like Generative Agents,"Zhilin Wang, Yu Ying Chiu, Yu Cheung Chiu",2023.10.9,"Just as computational simulations of atoms, molecules and cells have shaped the way we study the sciences, true-to-life simulations of human-like agents can be valuable tools for studying human behavior. We propose Humanoid Agents, a system that guides Generative Agents to behave more like humans by introducing three elements of System 1 processing: Basic needs (e.g. hunger, health and energy), Emotion and Closeness in Relationships. Humanoid Agents are able to use these dynamic elements to adapt their daily activities and conversations with other agents, as supported with empirical experiments. Our system is designed to be extensible to various settings, three of which we demonstrate, as well as to other elements influencing human behavior (e.g. empathy, moral values and cultural background). Our platform also includes a Unity WebGL game interface for visualization and an interactive analytics dashboard to show agent statuses over time.",https://arxiv.org/abs/2310.05418,Simulation,Computation and Language (cs.CL),humanoid_agents_platform_for_20231009,"University of Washington, NVIDIA, The University of Hong Kong"
Improving Factuality and Reasoning in Language Models through Multiagent Debate,"Yilun Du, Shuang Li, Antonio Torralba, Joshua B. Tenenbaum, Igor Mordatch",2023.5.23,"Large language models (LLMs) have demonstrated remarkable capabilities in
language generation, understanding, and few-shot learning in recent years. An
extensive body of work has explored how their performance may be further im-
proved through the tools of prompting, ranging from verification, self-consistency,
or intermediate scratchpads. In this paper, we present a complementary approach
to improve language responses where multiple language model instances propose
and debate their individual responses and reasoning processes over multiple rounds
to arrive at a common final answer. Our findings indicate that this approach
significantly enhances mathematical and strategic reasoning across a number of
tasks. We also demonstrate that our approach improves the factual validity of
generated content, reducing fallacious answers and hallucinations that contem-
porary models are prone to. Our approach may be directly applied to existing
black-box models and uses identical procedure and prompts for all tasks we inves-
tigate. Overall, our findings suggest that such ""society of minds"" approach has the
potential to significantly advance the capabilities of LLMs and pave the way for
further breakthroughs in language generation and understanding. Project website
at https://composable-models.github.io/llm_debate/.",https://arxiv.org/abs/2305.14325,Communication,Computation and Language (cs.CL),improving_factuality_and_reasoning_20230523,"MIT CSAIL, Google Brain"
Improving Language Model Negotiation with Self-Play and In-Context Learning from AI Feedback,"Yao Fu, Hao Peng, Tushar Khot, Mirella Lapata",2023.5.17,"We study whether multiple large language models (LLMs) can autonomously
improve each other in a negotiation game by playing, reﬂecting, and criticizing.
We are interested in this question because if LLMs were able to improve each
other, it would imply the possibility of creating strong AI agents with minimal
human intervention. We ask two LLMs to negotiate with each other, playing
the roles of a buyer and a seller, respectively. They aim to reach a deal with
the buyer targeting a lower price and the seller a higher one. A third language
model, playing the critic, provides feedback to a player to improve the player’s
negotiation strategies. We let the two agents play multiple rounds, using previous
negotiation history and AI feedback as in-context demonstrations to improve the
model’s negotiation strategy iteratively. We use different LLMs (GPT and Claude)
for different roles and use the deal price as the evaluation metric. Our experiments
reveal multiple intriguing ﬁndings: (",https://arxiv.org/abs/2305.10142,Communication,Computation and Language (cs.CL),improving_language_model_negotiation_20230517,"University of Edinburgh, Allen Institute for AI, University of Edinburgh"
Improving Multi-Agent Debate with Sparse Communication Topology,"Yunxuan Li, Yibing Du, Jiageng Zhang, Le Hou, Peter Grabowski, Yeqing Li, Eugene Ie",2024.6.17,"Multi-agent debate has proven effective in im-
proving large language models quality for rea-
soning and factuality tasks. While various role-
playing strategies in multi-agent debates have
been explored, in terms of the communica-
tion among agents, existing approaches adopt
a brute force algorithm – each agent can com-
municate with all other agents. In this paper,
we systematically investigate the effect of com-
munication connectivity in multi-agent systems.
Our experiments on GPT and Mistral models re-
veal that multi-agent debates leveraging sparse
communication topology can achieve compara-
ble or superior performance while significantly
reducing computational costs. Furthermore, we
extend the multi-agent debate framework to
multimodal reasoning and alignment labeling
tasks, showcasing its broad applicability and
effectiveness. Our findings underscore the im-
portance of communication connectivity on en-
hancing the efficiency and effectiveness of the
“society of minds” approach.",https://arxiv.org/abs/2406.11776,Organization,Computation and Language (cs.CL),improving_multi-agent_debate_with_20240617,"Google, Google DeepMind"
Improving Multi-Agent Debate with Sparse Communication Topology,"Yunxuan Li, Yibing Du, Jiageng Zhang, Le Hou, Peter Grabowski, Yeqing Li, Eugene Ie",2024.6.17,"Multi-agent debate has proven effective in im-
proving large language models quality for rea-
soning and factuality tasks. While various role-
playing strategies in multi-agent debates have
been explored, in terms of the communica-
tion among agents, existing approaches adopt
a brute force algorithm – each agent can com-
municate with all other agents. In this paper,
we systematically investigate the effect of com-
munication connectivity in multi-agent systems.
Our experiments on GPT and Mistral models re-
veal that multi-agent debates leveraging sparse
communication topology can achieve compara-
ble or superior performance while significantly
reducing computational costs. Furthermore, we
extend the multi-agent debate framework to
multimodal reasoning and alignment labeling
tasks, showcasing its broad applicability and
effectiveness. Our findings underscore the im-
portance of communication connectivity on en-
hancing the efficiency and effectiveness of the
“society of minds” approach.",https://arxiv.org/abs/2406.11776,Communication,Computation and Language (cs.CL),improving_multi-agent_debate_with_20240617,"Google, Google DeepMind"
Iterative Experience Refinement of Software-Developing Agents,"Chen Qian, Jiahao Li, Yufan Dang, Wei Liu, YiFei Wang, Zihao Xie, Weize Chen, Cheng Yang, Yingli Zhang, Zhiyuan Liu, Maosong Sun",2024.5.7,"Autonomous agents powered by large language
models (LLMs) show significant potential for
achieving high autonomy in various scenar-
ios such as software development. Recent re-
search has shown that LLM agents can lever-
age past experiences to reduce errors and en-
hance efficiency. However, the static experi-
ence paradigm, reliant on a fixed collection of
past experiences acquired heuristically, lacks
iterative refinement and thus hampers agents’
adaptability. In this paper, we introduce the It-
erative Experience Refinement framework, en-
abling LLM agents to refine experiences itera-
tively during task execution. We propose two
fundamental patterns: the successive pattern,
refining based on nearest experiences within a
task batch, and the cumulative pattern, acquir-
ing experiences across all previous task batches.
Augmented with our heuristic experience elim-
ination, the method prioritizes high-quality and
frequently-used experiences, effectively man-
aging the experience space and enhancing effi-
ciency. Extensive experiments show that while
the successive pattern may yield superior re-
sults, the cumulative pattern provides more sta-
ble performance......",https://arxiv.org/abs/2405.04219,Evolution,Computation and Language (cs.CL),iterative_experience_refinement_of_20240507,"Tsinghua University, Dalian University of Technology, Beijing University of Posts and Telecommunications, Siemens"
Iterative Experience Refinement of Software-Developing Agents,"Chen Qian, Jiahao Li, Yufan Dang, Wei Liu, YiFei Wang, Zihao Xie, Weize Chen, Cheng Yang, Yingli Zhang, Zhiyuan Liu, Maosong Sun",2024.5.7,"Autonomous agents powered by large language
models (LLMs) show significant potential for
achieving high autonomy in various scenar-
ios such as software development. Recent re-
search has shown that LLM agents can lever-
age past experiences to reduce errors and en-
hance efficiency. However, the static experi-
ence paradigm, reliant on a fixed collection of
past experiences acquired heuristically, lacks
iterative refinement and thus hampers agents’
adaptability. In this paper, we introduce the It-
erative Experience Refinement framework, en-
abling LLM agents to refine experiences itera-
tively during task execution. We propose two
fundamental patterns: the successive pattern,
refining based on nearest experiences within a
task batch, and the cumulative pattern, acquir-
ing experiences across all previous task batches.
Augmented with our heuristic experience elim-
ination, the method prioritizes high-quality and
frequently-used experiences, effectively man-
aging the experience space and enhancing effi-
ciency. Extensive experiments show that while
the successive pattern may yield superior re-
sults, the cumulative pattern provides more sta-
ble performance......",https://arxiv.org/abs/2405.04219,Organization,Computation and Language (cs.CL),iterative_experience_refinement_of_20240507,"Tsinghua University, Dalian University of Technology, Beijing University of Posts and Telecommunications, Siemens"
Language Agents as Digital Representatives in Collective Decision-Making,"Jarrett, Daniel and Pislar, Miruna and Bakker, Michiel A and Tessler, Michael Henry and Koster, Raphael and Balaguer, Jan and Elie, Romuald and Summerfield, Christopher and Tacchetti, Andrea",2023.11.8,"Consider the process of collective decision-making, in which a group of individuals
interactively select a preferred outcome from among a universe of alternatives. In
this context, “representation” is the activity of making an individual’s preferences
present in the process via participation by a proxy agent—i.e. their “representative”.
To this end, learned models of human behavior have the potential to fill this role,
with practical implications for multi-agent scenario studies and mechanism design.
In this work, we investigate the possibility of training language agents to behave
in the capacity of representatives of human agents, appropriately expressing the
preferences of those individuals whom they stand for. First, we formalize the setting
of collective decision-making—as the episodic process of interaction between a
group of agents and a decision mechanism. On this basis, we then formalize the
problem of digital representation—as the simulation of an agent’s behavior to yield
equivalent outcomes from the mechanism. Finally, we conduct an empirical case
study in the setting of consensus-finding among diverse humans, and demonstrate
the feasibility of fine-tuning large language models to act as digital representatives.",https://openreview.net/pdf?id=sv7KZcUqu1,Simulation,,language_agents_as_digital_20231108,Google DeepMind
Language Agents as Optimizable Graphs,"Mingchen Zhuge, Wenyi Wang, Louis Kirsch, Francesco Faccio, Dmitrii Khizbullin, Jürgen Schmidhuber",2024.2.26,"Various human-designed prompt engineering techniques have been proposed to improve problem solvers based on Large Language Models (LLMs), yielding many disparate code bases. We unify these approaches by describing LLM-based agents as computational graphs. The nodes implement functions to process multimodal data or query LLMs, and the edges describe the information flow between operations. Graphs can be recursively combined into larger composite graphs representing hierarchies of inter-agent collaboration (where edges connect operations of different agents). Our novel automatic graph optimizers (1) refine node-level LLM prompts (node optimization) and (2) improve agent orchestration by changing graph connectivity (edge optimization). Experiments demonstrate that our framework can be used to efficiently develop, integrate, and automatically improve various LLM agents. ",https://arxiv.org/abs/2402.16823,Organization,Artificial Intelligence (cs.AI),language_agents_as_optimizable_20240226,"King Abdullah University of Science and Technology, The Swiss AI Lab IDSIA, USI, SUPSI"
Language Agents as Optimizable Graphs,"Mingchen Zhuge, Wenyi Wang, Louis Kirsch, Francesco Faccio, Dmitrii Khizbullin, Jürgen Schmidhuber",2024.2.26,"Various human-designed prompt engineering techniques have been proposed to improve problem solvers based on Large Language Models (LLMs), yielding many disparate code bases. We unify these approaches by describing LLM-based agents as computational graphs. The nodes implement functions to process multimodal data or query LLMs, and the edges describe the information flow between operations. Graphs can be recursively combined into larger composite graphs representing hierarchies of inter-agent collaboration (where edges connect operations of different agents). Our novel automatic graph optimizers (1) refine node-level LLM prompts (node optimization) and (2) improve agent orchestration by changing graph connectivity (edge optimization). Experiments demonstrate that our framework can be used to efficiently develop, integrate, and automatically improve various LLM agents. ",https://arxiv.org/abs/2402.16823,Evolution,Artificial Intelligence (cs.AI),language_agents_as_optimizable_20240226,"King Abdullah University of Science and Technology, The Swiss AI Lab IDSIA, USI, SUPSI"
Large Language Models are Diverse Role-Players for Summarization Evaluation,"Ning Wu, Ming Gong, Linjun Shou, Shining Liang, Daxin Jiang",2023.3.27,". Text summarization has a wide range of applications in many scenarios.
The evaluation of the quality of the generated text is a complex problem. A big
challenge to language evaluation is that there is a clear divergence between existing
metrics and human evaluation. A document summary’s quality can be assessed
by human annotators on various criteria, both objective ones like grammar and
correctness, and subjective ones like informativeness, succinctness, and appeal.
Most of the automatic evaluation methods like BLUE/ROUGE may be not able
to adequately capture the above dimensions. In this paper, we propose a new
evaluation framework based on LLMs, which provides a comprehensive evaluation
framework by comparing generated text and reference text from both objective and
subjective aspects. First, we propose to model objective and subjective dimensions
of generated text based on roleplayers prompting mechanism. Furthermore, we
introduce a context-based prompting mechanism that is able to generate dynamic
roleplayer profiles based on input context. Finally, we design a multi-roleplayer
prompting technology based on batch prompting and integrate multiple outputs
into the final evaluation results. Experimental results on three real datasets for
summarization show that our model is highly competitive and has a very high
consistency with human annotators.",https://arxiv.org/abs/2303.15078,Organization,Computation and Language (cs.CL),large_language_models_are_20230327,Microsoft
Learn to Disguise: Avoid Refusal Responses in LLM's Defense via a Multi-agent Attacker-Disguiser Game,"Qianqiao Xu, Zhiliang Tian, Hongyan Wu, Zhen Huang, Yiping Song, Feng Liu, Dongsheng Li",2024.4.3,"With the enhanced performance of large models on natural language processing
tasks, potential moral and ethical issues of large models arise. There exist ma-
licious attackers who induce large models to jailbreak and generate information
containing illegal, privacy-invasive information through techniques such as prompt
engineering. As a result, large models counter malicious attackers’ attacks using
techniques such as safety alignment. However, the strong defense mechanism
of the large model through rejection replies is easily identified by attackers and
used to strengthen attackers’ capabilities. In this paper, we propose a multi-agent
attacker-disguiser game approach to achieve a weak defense mechanism that allows
the large model to both safely reply to the attacker and hide the defense intent. First,
we construct a multi-agent framework to simulate attack and defense scenarios,
playing different roles to be responsible for attack, disguise, safety evaluation,
and disguise evaluation tasks. After that, we design attack and disguise game
algorithms to optimize the game strategies of the attacker and the disguiser and use
the curriculum learning process to strengthen the capabilities of the agents. The
experiments verify that the method in this paper is more effective in strengthening
the model’s ability to disguise the defense intent compared with other methods.
Moreover, our approach can adapt any black-box large model to assist the model in
defense and does not suffer from model version iterations.",https://arxiv.org/abs/2404.02532,Organization,Artificial Intelligence (cs.AI),learn_to_disguise_avoid_20240403,"National University of Defense Technology, Guangdong University of Foreign Studies, "
Leveraging Large Language Models for Collective Decision-Making,"Marios Papachristou, Longqi Yang, Chin-Chia Hsu",2023.11.3,"In various work contexts, such as meeting scheduling, collaborating, and project planning, collective decision-making is essential but often challenging due to diverse individual preferences, varying work focuses, and power dynamics among members. To address this, we propose a system leveraging Large Language Models (LLMs) to facilitate group decision-making by managing conversations and balancing preferences among individuals. Our system aims to extract individual preferences from conversations and suggest options that satisfy the preferences of the members. We specifically apply this system to corporate meeting scheduling. We create synthetic employee profiles and simulate conversations at scale, leveraging LLMs to evaluate the system performance as a novel approach to conducting a user study. Our results indicate efficient coordination with reduced interactions between the members and the LLM-based system. The system refines and improves its proposed options over time, ensuring that many of the members' individual preferences are satisfied in an equitable way. Finally, we conduct a survey study involving human participants to assess our system's ability to aggregate preferences and reasoning about them. Our findings show that the system exhibits strong performance in both dimensions",https://arxiv.org/abs/2311.04928,Organization,Computation and Language (cs.CL),leveraging_large_language_models_20231103,"Cornell University, Microsoft"
LLM-Based Agent Society Investigation: Collaboration and Confrontation in Avalon Gameplay,"Yihuai Lan, Zhiqiang Hu, Lei Wang, Yang Wang, Deheng Ye, Peilin Zhao, Ee-Peng Lim, Hui Xiong, Hao Wang",2023.10.23,"This paper explores the open research prob-
lem of understanding the social behaviors of
LLM-based agents. Using Avalon as a testbed,
we employ system prompts to guide LLM
agents in gameplay. While previous studies
have touched on gameplay with LLM agents,
research on their social behaviors is lacking.
We propose a novel framework, tailored for
Avalon, features a multi-agent system facil-
itating efficient communication and interac-
tion. We evaluate its performance based on
game success and analyze LLM agents’ so-
cial behaviors. Results affirm the framework’s
effectiveness in creating adaptive agents and
suggest LLM-based agents’ potential in nav-
igating dynamic social interactions. By ex-
amining collaboration and confrontation be-
haviors, we offer insights into this field’s re-
search and applications.
Our code is pub-
licly available at https://github.com/
3DAgentWorld/LLM-Game-Agent",https://arxiv.org/abs/2310.14985,Communication,Computation and Language (cs.CL),llm-based_agent_society_investigation_20231023,"The Hong Kong University of Science and Technology (Guangzhou), Singapore University of Technology and Design, Singapore Management University, Verily Life Sciences, Tencent"
LLM-Based Agent Society Investigation: Collaboration and Confrontation in Avalon Gameplay,"Yihuai Lan, Zhiqiang Hu, Lei Wang, Yang Wang, Deheng Ye, Peilin Zhao, Ee-Peng Lim, Hui Xiong, Hao Wang",2023.10.23,"This paper explores the open research prob-
lem of understanding the social behaviors of
LLM-based agents. Using Avalon as a testbed,
we employ system prompts to guide LLM
agents in gameplay. While previous studies
have touched on gameplay with LLM agents,
research on their social behaviors is lacking.
We propose a novel framework, tailored for
Avalon, features a multi-agent system facil-
itating efficient communication and interac-
tion. We evaluate its performance based on
game success and analyze LLM agents’ so-
cial behaviors. Results affirm the framework’s
effectiveness in creating adaptive agents and
suggest LLM-based agents’ potential in nav-
igating dynamic social interactions. By ex-
amining collaboration and confrontation be-
haviors, we offer insights into this field’s re-
search and applications.
Our code is pub-
licly available at https://github.com/
3DAgentWorld/LLM-Game-Agent",https://arxiv.org/abs/2310.14985,Organization,Computation and Language (cs.CL),llm-based_agent_society_investigation_20231023,"The Hong Kong University of Science and Technology (Guangzhou), Singapore University of Technology and Design, Singapore Management University, Verily Life Sciences, Tencent"
LLM-Driven Agents for Influencer Selection in Digital Advertising Campaigns,"Xiaoqing Zhang, Xiuying Chen, Yuhan Liu, Jianzhou Wang, Zhenxing Hu, Rui Yan",2024.3.22,"In the digital world, influencers are pivotal as opinion leaders, shap-
ing the views and choices of their influencees. Modern advertising
often follows this trend, where marketers choose appropriate in-
fluencers for product endorsements, based on thorough market
analysis. Previous studies on influencer selection have typically
relied on numerical representations of individual opinions and
interactions, a method that simplifies the intricacies of social dy-
namics. With the development of large language models (LLMs),
we now have the opportunity to capture the nuanced exchanges
of information within social networks. Hence, in this work, we
first introduce an Influencer Dynamics Simulator (IDS), helping
promoters identify and select the right influencers to market their
products, based on LLM simulation. Concretely, we first propose an
influencer-influencee engagement-based pre-selection module to
screen potential influencer candidates. Subsequently, a simulation is
constructed for these candidates and their influencees. Each user is
represented as an LLM-based agent, drawing from their interaction
history to deduce their profile and interests. The influencee agents
will predict their behavior in response to influencer advertising. Fi-
nally, we develop a ranking metric designed to pinpoint influencers
who are most likely to drive product purchases based on feedback
from their influencees. To evaluate our framework, we collect a
real-world advertising network dataset, including social relations,
post and comment content, and user behaviors.......",https://arxiv.org/abs/2403.15105,Simulation,Social and Information Networks (cs.SI),llm-driven_agents_for_influencer_20240322,"Renmin University of China, King Abdullah University of Science and Technology, Moonshot AI"
LM vs LM: Detecting Factual Errors via Cross Examination,"Roi Cohen, May Hamri, Mor Geva, Amir Globerson",2023.5.22,"A prominent weakness of modern language
models (LMs) is their tendency to generate fac-
tually incorrect text, which hinders their us-
ability. A natural question is whether such fac-
tual errors can be detected automatically. In-
spired by truth-seeking mechanisms in law, we
propose a factuality evaluation framework for
LMs that is based on cross-examination. Our
key idea is that an incorrect claim is likely to
result in inconsistency with other claims that
the model generates. To discover such incon-
sistencies, we facilitate a multi-turn interaction
between the LM that generated the claim and
another LM (acting as an examiner) which in-
troduces questions to discover inconsistencies.
We empirically evaluate our method on factual
claims made by multiple recent LMs on four
benchmarks, ﬁnding that it outperforms exist-
ing methods and baselines, often by a large
gap. Our results demonstrate the potential of
using interacting LMs to capture factual errors.",https://arxiv.org/abs/2305.13281,Communication,Computation and Language (cs.CL),lm_vs_lm_detecting_20230522,"Tel Aviv University, Google DeepMind, Google Research"
